Id,Weekly_Sales
1_3_2013-07-19,17174.92
1_3_2013-07-26,20320.57294521
1_4_2012-11-02,38107.98703251
1_4_2012-11-09,37015.74068203
1_4_2012-11-16,37084.74229351
1_4_2012-11-23,46294.16347694
1_4_2012-11-30,37246.9393125
1_4_2012-12-07,38290.09249777
1_4_2012-12-14,39419.72578847
1_4_2012-12-21,43548.2743725
1_4_2012-12-28,36715.92990606
1_4_2013-01-04,38183.64675246
1_4_2013-01-11,36389.04081178
1_4_2013-01-18,34393.28736859
1_4_2013-01-25,33869.4864486
1_4_2013-02-01,38413.00092176
1_4_2013-02-08,37645.96923689
1_4_2013-02-15,36455.66725944
1_4_2013-02-22,35535.6178666
1_4_2013-03-01,37911.64090559
1_4_2013-03-08,37505.90881356
1_4_2013-03-15,36217.68305085
1_4_2013-03-22,35721.92762712
1_4_2013-03-29,36338.07052388
1_4_2013-04-05,38684.01909408
1_4_2013-04-12,36622.56694915
1_4_2013-04-19,35517.05254237
1_4_2013-04-26,35485.45712329
1_4_2013-05-03,39161.66016956
1_4_2013-05-10,36023.6279661
1_4_2013-05-17,34638.35220339
1_4_2013-05-24,36633.83458904
1_4_2013-05-31,36223.19286823
1_4_2013-06-07,39868.30135593
1_4_2013-06-14,37501.86932203
1_4_2013-06-21,36505.12186441
1_4_2013-06-28,37653.97709005
1_4_2013-07-05,41166.04965157
1_4_2013-07-12,38029.96152542
1_4_2013-07-19,36509.49338983
1_4_2013-07-26,35708.31205479
1_5_2012-11-02,28103.86492668
1_5_2012-11-09,27527.3562212
1_5_2012-11-16,26714.19575259
1_5_2012-11-23,74676.02180705
1_5_2012-11-30,26978.98212323
1_5_2012-12-07,43458.20565566
1_5_2012-12-14,51126.45818732
1_5_2012-12-21,61398.20402203
1_5_2012-12-28,33781.70756714
1_5_2013-01-04,21688.35333901
1_5_2013-01-11,19959.68133809
1_5_2013-01-18,19341.76390889
1_5_2013-01-25,20476.84076101
1_5_2013-02-01,30808.80827596
1_5_2013-02-08,35526.66951863
1_5_2013-02-15,34986.21797688
1_5_2013-02-22,29663.57978106
1_5_2013-03-01,28238.83385356
1_5_2013-03-08,25408.8159322
1_5_2013-03-15,25662.55983051
1_5_2013-03-22,25354.74694915
1_5_2013-03-29,25218.07132559
1_5_2013-04-05,25483.69473868
1_5_2013-04-12,19324.61881356
1_5_2013-04-19,18247.10118644
1_5_2013-04-26,18961.15664384
1_5_2013-05-03,18117.73971098
1_5_2013-05-10,17316.1279661
1_5_2013-05-17,17053.05135593
1_5_2013-05-24,17289.50828767
1_5_2013-05-31,16649.51255035
1_5_2013-06-07,21894.56423729
1_5_2013-06-14,20899.27423729
1_5_2013-06-21,21755.73322034
1_5_2013-06-28,20473.17032981
1_5_2013-07-05,19214.59146341
1_5_2013-07-12,18501.33355932
1_5_2013-07-19,17910.80067797
1_5_2013-07-26,16193.56760274
1_6_2012-11-02,5131.98262281
1_6_2012-11-09,4244.20917051
1_6_2012-11-16,3603.82114999
1_6_2012-11-23,21202.1519091
1_6_2012-11-30,3933.65582201
1_6_2012-12-07,7479.94771632
1_6_2012-12-14,11051.94986301
1_6_2012-12-21,16843.80874499
1_6_2012-12-28,7357.52601687
1_6_2013-01-04,2605.81933695
1_6_2013-01-11,2364.9035504
1_6_2013-01-18,2298.91827334
1_6_2013-01-25,2256.07905874
1_6_2013-02-01,4248.3638072
1_6_2013-02-08,7269.38687995
1_6_2013-02-15,4503.48129888
1_6_2013-02-22,4578.45301935
1_6_2013-03-01,5341.60568786
1_6_2013-03-08,4409.93220339
1_6_2013-03-15,4069.75983051
1_6_2013-03-22,3987.58830508
1_6_2013-03-29,4800.51224513
1_6_2013-04-05,4230.20606272
1_6_2013-04-12,4271.33864407
1_6_2013-04-19,3564.06508475
1_6_2013-04-26,3698.67109589
1_6_2013-05-03,5509.92796532
1_6_2013-05-10,5098.59372881
1_6_2013-05-17,5301.11186441
1_6_2013-05-24,5147.49294521
1_6_2013-05-31,5516.69470425
1_6_2013-06-07,4402.11830508
1_6_2013-06-14,3912.79135593
1_6_2013-06-21,4176.32813559
1_6_2013-06-28,4327.46047074
1_6_2013-07-05,3512.38609756
1_6_2013-07-12,3435.29338983
1_6_2013-07-19,3790.53440678
1_6_2013-07-26,3440.25171233
1_7_2012-11-02,22466.22878932
1_7_2012-11-09,23019.4802765
1_7_2012-11-16,22913.48828185
1_7_2012-11-23,70301.87504033
1_7_2012-11-30,23289.58405082
1_7_2012-12-07,56809.79153434
1_7_2012-12-14,79844.2429022
1_7_2012-12-21,109435.66322096
1_7_2012-12-28,33498.02508038
1_7_2013-01-04,13228.24810802
1_7_2013-01-11,11652.90236396
1_7_2013-01-18,11405.68460019
1_7_2013-01-25,12019.83827103
1_7_2013-02-01,18100.35255752
1_7_2013-02-08,20705.05175433
1_7_2013-02-15,19815.27676981
1_7_2013-02-22,19543.53446029
1_7_2013-03-01,18047.20661272
1_7_2013-03-08,18889.93542373
1_7_2013-03-15,20776.11508475
1_7_2013-03-22,18462.53762712
1_7_2013-03-29,18647.41785479
1_7_2013-04-05,23697.64404181
1_7_2013-04-12,21128.37186441
1_7_2013-04-19,20018.96423729
1_7_2013-04-26,20329.7740411
1_7_2013-05-03,21636.35196917
1_7_2013-05-10,21451.8479661
1_7_2013-05-17,21006.49762712
1_7_2013-05-24,27188.40547945
1_7_2013-05-31,28725.02485727
1_7_2013-06-07,33618.89322034
1_7_2013-06-14,28553.24
1_7_2013-06-21,26105.00627119
1_7_2013-06-28,25456.99174031
1_7_2013-07-05,23918.20554007
1_7_2013-07-12,19695.37627119
1_7_2013-07-19,17631.44152542
1_7_2013-07-26,17527.68424658
1_8_2012-11-02,36055.65525866
1_8_2012-11-09,35157.07001843
1_8_2012-11-16,34694.79109795
1_8_2012-11-23,34933.19866314
1_8_2012-11-30,35075.61583776
1_8_2012-12-07,36909.45093666
1_8_2012-12-14,37454.92909207
1_8_2012-12-21,39357.42585113
1_8_2012-12-28,32637.17127738
1_8_2013-01-04,36014.93337074
1_8_2013-01-11,34994.25231936
1_8_2013-01-18,34847.35203568
1_8_2013-01-25,34838.28954272
1_8_2013-02-01,39538.55006621
1_8_2013-02-08,37165.73502964
1_8_2013-02-15,37224.27573614
1_8_2013-02-22,36558.16553971
1_8_2013-03-01,38489.39346435
1_8_2013-03-08,36555.07474576
1_8_2013-03-15,35045.06322034
1_8_2013-03-22,33953.97677966
1_8_2013-03-29,35648.22027725
1_8_2013-04-05,38201.8458885
1_8_2013-04-12,35737.40271186
1_8_2013-04-19,35049.50237288
1_8_2013-04-26,35609.81910959
1_8_2013-05-03,38969.01782274
1_8_2013-05-10,36755.71237288
1_8_2013-05-17,36283.91423729
1_8_2013-05-24,36914.00678082
1_8_2013-05-31,35970.34848339
1_8_2013-06-07,37955.77932203
1_8_2013-06-14,36506.41152542
1_8_2013-06-21,35896.28847458
1_8_2013-06-28,36213.67989603
1_8_2013-07-05,37752.53111498
1_8_2013-07-12,35654.16661017
1_8_2013-07-19,35697.35118644
1_8_2013-07-26,35179.25630137
1_9_2012-11-02,45243.93014188
1_9_2012-11-09,39762.89930876
1_9_2012-11-16,33627.83427979
1_9_2012-11-23,43097.31560791
1_9_2012-11-30,35180.69211895
1_9_2012-12-07,27044.8684835
1_9_2012-12-14,31240.04171074
1_9_2012-12-21,38333.28730975
1_9_2012-12-28,25740.21321781
1_9_2013-01-04,17288.44696129
1_9_2013-01-11,15302.2167083
1_9_2013-01-18,13412.2272093
1_9_2013-01-25,13651.5974466
1_9_2013-02-01,19181.14420909
1_9_2013-02-08,18901.52651976
1_9_2013-02-15,21514.03686161
1_9_2013-02-22,21549.64729124
1_9_2013-03-01,28854.60790751
1_9_2013-03-08,27904.24711864
1_9_2013-03-15,33342.36135593
1_9_2013-03-22,34603.03711864
1_9_2013-03-29,41561.8207659
1_9_2013-04-05,33247.01888502
1_9_2013-04-12,30836.29745763
1_9_2013-04-19,28418.19220339
1_9_2013-04-26,27605.6589726
1_9_2013-05-03,28655.85954528
1_9_2013-05-10,26811.68186441
1_9_2013-05-17,25928.87474576
1_9_2013-05-24,27809.83828767
1_9_2013-05-31,27713.538743
1_9_2013-06-07,30713.7740678
1_9_2013-06-14,27876.92762712
1_9_2013-06-21,26354.71915254
1_9_2013-06-28,25266.95002541
1_9_2013-07-05,27291.44400697
1_9_2013-07-12,22608.75050847
1_9_2013-07-19,20406.03610169
1_9_2013-07-26,20556.47863014
1_10_2012-11-02,30662.03349308
1_10_2012-11-09,29979.44470046
1_10_2012-11-16,28320.94848163
1_10_2012-11-23,31333.6116257
1_10_2012-11-30,28785.69170037
1_10_2012-12-07,29946.29836753
1_10_2012-12-14,29876.68413507
1_10_2012-12-21,30197.56141856
1_10_2012-12-28,26016.08407692
1_10_2013-01-04,26559.56095248
1_10_2013-01-11,24710.29254237
1_10_2013-01-18,24384.39931507
1_10_2013-01-25,24487.36331108
1_10_2013-02-01,33210.37338447
1_10_2013-02-08,35322.6595874
1_10_2013-02-15,35495.15089085
1_10_2013-02-22,33869.06817719
1_10_2013-03-01,36496.12345665
1_10_2013-03-08,33874.20915254
1_10_2013-03-15,32686.2259322
1_10_2013-03-22,35056.95881356
1_10_2013-03-29,39384.0420164
1_10_2013-04-05,33814.97285714
1_10_2013-04-12,31468.04135593
1_10_2013-04-19,31299.92762712
1_10_2013-04-26,30064.82027397
1_10_2013-05-03,33072.37346435
1_10_2013-05-10,31111.49135593
1_10_2013-05-17,29344.96050847
1_10_2013-05-24,31067.70390411
1_10_2013-05-31,30346.62972154
1_10_2013-06-07,34334.63186441
1_10_2013-06-14,31960.91322034
1_10_2013-06-21,32100.07288136
1_10_2013-06-28,32322.82740311
1_10_2013-07-05,34338.79355401
1_10_2013-07-12,31669.40949153
1_10_2013-07-19,29740.25949153
1_10_2013-07-26,30230.78616438
1_11_2012-11-02,25304.53108849
1_11_2012-11-09,23725.61905991
1_11_2012-11-16,22859.71997122
1_11_2012-11-23,28879.62187578
1_11_2012-11-30,23670.60793284
1_11_2012-12-07,32461.56859946
1_11_2012-12-14,30023.87069449
1_11_2012-12-21,30885.17227303
1_11_2012-12-28,23248.45548011
1_11_2013-01-04,24601.14384623
1_11_2013-01-11,25581.80791258
1_11_2013-01-18,23173.41507486
1_11_2013-01-25,20719.82246996
1_11_2013-02-01,23195.8389228
1_11_2013-02-08,22575.90670433
1_11_2013-02-15,22260.58478409
1_11_2013-02-22,20388.26205703
1_11_2013-03-01,21888.6008632
1_11_2013-03-08,21321.76576271
1_11_2013-03-15,22187.30898305
1_11_2013-03-22,23167.47067797
1_11_2013-03-29,23635.40145613
1_11_2013-04-05,25470.78756098
1_11_2013-04-12,22973.64661017
1_11_2013-04-19,21955.15576271
1_11_2013-04-26,21318.56986301
1_11_2013-05-03,28783.10816956
1_11_2013-05-10,27194.55271186
1_11_2013-05-17,23975.39016949
1_11_2013-05-24,26005.07513699
1_11_2013-05-31,26396.12272247
1_11_2013-06-07,35381.86067797
1_11_2013-06-14,31337.8659322
1_11_2013-06-21,32025.78220339
1_11_2013-06-28,39521.96070756
1_11_2013-07-05,32666.78993031
1_11_2013-07-12,29211.85898305
1_11_2013-07-19,29069.45711864
1_11_2013-07-26,31105.53547945
1_12_2012-11-02,9814.62240653
1_12_2012-11-09,10098.92910599
1_12_2012-11-16,9690.70129965
1_12_2012-11-23,9672.31056137
1_12_2012-11-30,9545.04753959
1_12_2012-12-07,7719.97902765
1_12_2012-12-14,7622.92540618
1_12_2012-12-21,7749.61385848
1_12_2012-12-28,7983.71998564
1_12_2013-01-04,7760.41312325
1_12_2013-01-11,7713.18891169
1_12_2013-01-18,7918.86260593
1_12_2013-01-25,7895.01656542
1_12_2013-02-01,9146.76770255
1_12_2013-02-08,9290.84125109
1_12_2013-02-15,9883.52645359
1_12_2013-02-22,10269.35044297
1_12_2013-03-01,11886.58154528
1_12_2013-03-08,11818.30813559
1_12_2013-03-15,12645.32508475
1_12_2013-03-22,12296.47033898
1_12_2013-03-29,12226.66891642
1_12_2013-04-05,11305.07543554
1_12_2013-04-12,11145.60474576
1_12_2013-04-19,11904.75677966
1_12_2013-04-26,11502.40746575
1_12_2013-05-03,12028.2693526
1_12_2013-05-10,11560.15135593
1_12_2013-05-17,11308.07576271
1_12_2013-05-24,12342.62424658
1_12_2013-05-31,12029.06316612
1_12_2013-06-07,11711.19423729
1_12_2013-06-14,11108.87271186
1_12_2013-06-21,10382.92728814
1_12_2013-06-28,11155.21875643
1_12_2013-07-05,12306.96689895
1_12_2013-07-12,10564.23457627
1_12_2013-07-19,11465.39644068
1_12_2013-07-26,11422.60280822
1_13_2012-11-02,40328.82825444
1_13_2012-11-09,38481.67362212
1_13_2012-11-16,37893.55229015
1_13_2012-11-23,38065.77715802
1_13_2012-11-30,38335.50208554
1_13_2012-12-07,35842.88512935
1_13_2012-12-14,34824.5002899
1_13_2012-12-21,35958.60409546
1_13_2012-12-28,32850.9092022
1_13_2013-01-04,39277.78254516
1_13_2013-01-11,37474.94396075
1_13_2013-01-18,36446.72847085
1_13_2013-01-25,35804.68927236
1_13_2013-02-01,40954.38742831
1_13_2013-02-08,39316.93893046
1_13_2013-02-15,38512.94682761
1_13_2013-02-22,38552.85011711
1_13_2013-03-01,42389.6423815
1_13_2013-03-08,39761.84830508
1_13_2013-03-15,37653.88474576
1_13_2013-03-22,37274.84644068
1_13_2013-03-29,37654.29235141
1_13_2013-04-05,40513.60365854
1_13_2013-04-12,38400.46152542
1_13_2013-04-19,37738.66813559
1_13_2013-04-26,37327.21171233
1_13_2013-05-03,41384.66846243
1_13_2013-05-10,38775.05457627
1_13_2013-05-17,37322.33288136
1_13_2013-05-24,37794.54232877
1_13_2013-05-31,37550.66907133
1_13_2013-06-07,40868.43762712
1_13_2013-06-14,39246.40677966
1_13_2013-06-21,38800.55101695
1_13_2013-06-28,39291.74331543
1_13_2013-07-05,40983.9874216
1_13_2013-07-12,39463.77881356
1_13_2013-07-19,39069.92084746
1_13_2013-07-26,37874.28082192
1_14_2012-11-02,14408.91015875
1_14_2012-11-09,14878.24646083
1_14_2012-11-16,16720.62984651
1_14_2012-11-23,39476.93995613
1_14_2012-11-30,16477.36989516
1_14_2012-12-07,22768.5870116
1_14_2012-12-14,28489.32614845
1_14_2012-12-21,37487.3935514
1_14_2012-12-28,24664.55760363
1_14_2013-01-04,15101.95640528
1_14_2013-01-11,14475.6347636
1_14_2013-01-18,13309.4466964
1_14_2013-01-25,12831.00108478
1_14_2013-02-01,16470.5122559
1_14_2013-02-08,17986.52021355
1_14_2013-02-15,18729.59821149
1_14_2013-02-22,17668.39543279
1_14_2013-03-01,18057.41282852
1_14_2013-03-08,16446.65898305
1_14_2013-03-15,13744.7959322
1_14_2013-03-22,13191.4079661
1_14_2013-03-29,13951.65610466
1_14_2013-04-05,14564.3304878
1_14_2013-04-12,13940.96288136
1_14_2013-04-19,13185.87694915
1_14_2013-04-26,13679.66020548
1_14_2013-05-03,15761.67121002
1_14_2013-05-10,15396.99338983
1_14_2013-05-17,14923.66694915
1_14_2013-05-24,13478.31863014
1_14_2013-05-31,13085.03394846
1_14_2013-06-07,13225.6020339
1_14_2013-06-14,13353.66745763
1_14_2013-06-21,13364.81491525
1_14_2013-06-28,15065.81958355
1_14_2013-07-05,15650.96111498
1_14_2013-07-12,13874.19644068
1_14_2013-07-19,12328.83525424
1_14_2013-07-26,12077.72082192
1_16_2012-11-02,6275.41071421
1_16_2012-11-09,6225.26720737
1_16_2012-11-16,5629.12920736
1_16_2012-11-23,8811.99794902
1_16_2012-11-30,5767.64950265
1_16_2012-12-07,5091.95926851
1_16_2012-12-14,5274.6573208
1_16_2012-12-21,6223.3303972
1_16_2012-12-28,5206.30223485
1_16_2013-01-04,5844.42822385
1_16_2013-01-11,5774.90296164
1_16_2013-01-18,5766.42420835
1_16_2013-01-25,5890.32258011
1_16_2013-02-01,10288.21231407
1_16_2013-02-08,11911.93651442
1_16_2013-02-15,14443.69024821
1_16_2013-02-22,16807.4149389
1_16_2013-03-01,28615.08127553
1_16_2013-03-08,28990.74949153
1_16_2013-03-15,38821.06
1_16_2013-03-22,43476.98322034
1_16_2013-03-29,47206.47247906
1_16_2013-04-05,53118.21111498
1_16_2013-04-12,53587.61118644
1_16_2013-04-19,48204.71288136
1_16_2013-04-26,45243.78369863
1_16_2013-05-03,43405.00077457
1_16_2013-05-10,41786.2240678
1_16_2013-05-17,39016.94898305
1_16_2013-05-24,41042.40767123
1_16_2013-05-31,41587.45226368
1_16_2013-06-07,38315.5979661
1_16_2013-06-14,34486.94423729
1_16_2013-06-21,35245.38644068
1_16_2013-06-28,35891.90002541
1_16_2013-07-05,36359.89930314
1_16_2013-07-12,28003.44322034
1_16_2013-07-19,24450.39847458
1_16_2013-07-26,23135.06315068
1_17_2012-11-02,8427.83573447
1_17_2012-11-09,8337.52167742
1_17_2012-11-16,9089.0439174
1_17_2012-11-23,13209.66741724
1_17_2012-11-30,9010.29472863
1_17_2012-12-07,11349.4265388
1_17_2012-12-14,12888.63691303
1_17_2012-12-21,15938.28227303
1_17_2012-12-28,10686.37766885
1_17_2013-01-04,8325.84404007
1_17_2013-01-11,8624.60910794
1_17_2013-01-18,8143.8439726
1_17_2013-01-25,7758.54959947
1_17_2013-02-01,10158.46184039
1_17_2013-02-08,11399.71757239
1_17_2013-02-15,12020.98111867
1_17_2013-02-22,11461.0343279
1_17_2013-03-01,11613.79802697
1_17_2013-03-08,11549.68135593
1_17_2013-03-15,9857.63661017
1_17_2013-03-22,8702.23474576
1_17_2013-03-29,8712.89561024
1_17_2013-04-05,8722.22421603
1_17_2013-04-12,7693.34576271
1_17_2013-04-19,8263.4340678
1_17_2013-04-26,8143.12993151
1_17_2013-05-03,9399.13917919
1_17_2013-05-10,9105.38898305
1_17_2013-05-17,9116.98372881
1_17_2013-05-24,7986.38363014
1_17_2013-05-31,8172.82366821
1_17_2013-06-07,8382.80322034
1_17_2013-06-14,8205.82491525
1_17_2013-06-21,8009.2540678
1_17_2013-06-28,8209.97187143
1_17_2013-07-05,8166.0897561
1_17_2013-07-12,7643.1179661
1_17_2013-07-19,7573.20016949
1_17_2013-07-26,8284.11636986
1_18_2012-11-02,12869.10892299
1_18_2012-11-09,11452.05942857
1_18_2012-11-16,13057.0388301
1_18_2012-11-23,31538.23028867
1_18_2012-11-30,14049.6198055
1_18_2012-12-07,43685.14114184
1_18_2012-12-14,36811.54364129
1_18_2012-12-21,29772.84132844
1_18_2012-12-28,21022.73293231
1_18_2013-01-04,4777.68372529
1_18_2013-01-11,2747.26418376
1_18_2013-01-18,1697.97294043
1_18_2013-01-25,1833.0950267
1_18_2013-02-01,6357.77837813
1_18_2013-02-08,14582.51557282
1_18_2013-02-15,17794.68415505
1_18_2013-02-22,9628.6751222
1_18_2013-03-01,936.60715992
1_18_2013-03-08,846.59338983
1_18_2013-03-15,1303.0959322
1_18_2013-03-22,2072.79050847
1_18_2013-03-29,2949.49983134
1_18_2013-04-05,10283.2674216
1_18_2013-04-12,5096.21457627
1_18_2013-04-19,2709.65288136
1_18_2013-04-26,2854.19530979
1_18_2013-05-03,142.43387278
1_18_2013-05-10,115.92523077
1_18_2013-05-17,86.23586898
1_18_2013-05-24,32.26099146
1_18_2013-06-07,3.16290323
1_18_2013-07-05,0.94686066
1_19_2012-11-02,1124.94780674
1_19_2012-11-09,1228.16585253
1_19_2012-11-16,1232.85485874
1_19_2012-11-23,1790.82780789
1_19_2012-11-30,1270.97183879
1_19_2012-12-07,1626.29171276
1_19_2012-12-14,1578.34744505
1_19_2012-12-21,1643.00896529
1_19_2012-12-28,1559.97016883
1_19_2013-01-04,757.15043304
1_19_2013-01-11,797.00215879
1_19_2013-01-18,772.71941064
1_19_2013-01-25,770.8529239
1_19_2013-02-01,1359.36933817
1_19_2013-02-08,1497.89752495
1_19_2013-02-15,1317.24272356
1_19_2013-02-22,1442.48956721
1_19_2013-03-01,1139.4099422
1_19_2013-03-08,1486.39050847
1_19_2013-03-15,1464.51983051
1_19_2013-03-22,1359.30084746
1_19_2013-03-29,1287.25173165
1_19_2013-04-05,1229.89006969
1_19_2013-04-12,1150.91457627
1_19_2013-04-19,1193.94966102
1_19_2013-04-26,1015.89520548
1_19_2013-05-03,1276.9254605
1_19_2013-05-10,1514.41457627
1_19_2013-05-17,1370.60322034
1_19_2013-05-24,1203.58246575
1_19_2013-05-31,1233.02279519
1_19_2013-06-07,1152.20457627
1_19_2013-06-14,1025.31084746
1_19_2013-06-21,1069.3379661
1_19_2013-06-28,1052.22571825
1_19_2013-07-05,1111.25121951
1_19_2013-07-12,1058.96305085
1_19_2013-07-19,1054.08101695
1_19_2013-07-26,1132.57068493
1_20_2012-11-02,3051.04007968
1_20_2012-11-09,2989.35304147
1_20_2012-11-16,2933.55613272
1_20_2012-11-23,5661.58492873
1_20_2012-11-30,2991.08811261
1_20_2012-12-07,3077.01950937
1_20_2012-12-14,3430.52171711
1_20_2012-12-21,4099.57784045
1_20_2012-12-28,3768.96040745
1_20_2013-01-04,3341.11101614
1_20_2013-01-11,3608.89616414
1_20_2013-01-18,3426.25660083
1_20_2013-01-25,3266.56309746
1_20_2013-02-01,4251.65295778
1_20_2013-02-08,4636.46403488
1_20_2013-02-15,4750.2349371
1_20_2013-02-22,4482.50695519
1_20_2013-03-01,5176.03082081
1_20_2013-03-08,5826.1940678
1_20_2013-03-15,5056.61491525
1_20_2013-03-22,4156.77898305
1_20_2013-03-29,4691.18519494
1_20_2013-04-05,3538.20679443
1_20_2013-04-12,3323.75067797
1_20_2013-04-19,3724.72525424
1_20_2013-04-26,3986.55828767
1_20_2013-05-03,4408.87454335
1_20_2013-05-10,4319.63322034
1_20_2013-05-17,4630.94932203
1_20_2013-05-24,4624.35513699
1_20_2013-05-31,4815.05301469
1_20_2013-06-07,5215.9179661
1_20_2013-06-14,4585.03966102
1_20_2013-06-21,4871.0140678
1_20_2013-06-28,4761.49506498
1_20_2013-07-05,5264.90369338
1_20_2013-07-12,4381.44966102
1_20_2013-07-19,4512.61254237
1_20_2013-07-26,4122.07116438
1_21_2012-11-02,8241.09862329
1_21_2012-11-09,8219.26047926
1_21_2012-11-16,7916.48223475
1_21_2012-11-23,9830.63939929
1_21_2012-11-30,7946.22736276
1_21_2012-12-07,9470.74785013
1_21_2012-12-14,10463.34543485
1_21_2012-12-21,11738.07114152
1_21_2012-12-28,6939.79118746
1_21_2013-01-04,7188.99921687
1_21_2013-01-11,6991.68425513
1_21_2013-01-18,6864.81340554
1_21_2013-01-25,6911.34596462
1_21_2013-02-01,8182.37165129
1_21_2013-02-08,8375.59510089
1_21_2013-02-15,8600.30906834
1_21_2013-02-22,8327.24922098
1_21_2013-03-01,8932.55833141
1_21_2013-03-08,7874.17118644
1_21_2013-03-15,7834.36966102
1_21_2013-03-22,7454.31033898
1_21_2013-03-29,7780.91033328
1_21_2013-04-05,8712.8138676
1_21_2013-04-12,7494.13711864
1_21_2013-04-19,6929.20864407
1_21_2013-04-26,7391.50828767
1_21_2013-05-03,7863.70818882
1_21_2013-05-10,7520.73881356
1_21_2013-05-17,7077.27
1_21_2013-05-24,7072.74041096
1_21_2013-05-31,7433.19074025
1_21_2013-06-07,7479.21813559
1_21_2013-06-14,7362.14152542
1_21_2013-06-21,7677.28
1_21_2013-06-28,7148.10819846
1_21_2013-07-05,7557.82672474
1_21_2013-07-12,7273.46372881
1_21_2013-07-19,6957.29169492
1_21_2013-07-26,6963.83815068
1_22_2012-11-02,8103.92875176
1_22_2012-11-09,7414.24685714
1_22_2012-11-16,7415.04443903
1_22_2012-11-23,18781.40945086
