Id,Weekly_Sales
1_3_2013-01-11,13893.71350598
1_3_2013-01-18,12400.2023506
1_3_2013-01-25,11629.37459757
1_3_2013-02-01,12184.6530824
1_3_2013-02-08,12128.90701398
1_3_2013-02-15,10910.0051073
1_3_2013-02-22,10979.1925
1_3_2013-03-01,11444.58382488
1_3_2013-03-08,11479.17038462
1_3_2013-03-15,9165.82076923
1_3_2013-03-22,8564.26230769
1_3_2013-03-29,9224.65333333
1_3_2013-04-05,9810.03692308
1_3_2013-04-12,8755.16115385
1_3_2013-04-19,8684.46538462
1_3_2013-04-26,8736.00461538
1_3_2013-05-03,10306.88073733
1_3_2013-05-10,9675.23153846
1_3_2013-05-17,8322.78576923
1_3_2013-05-24,8189.90384615
1_3_2013-05-31,8213.77175523
1_3_2013-06-07,8277.15692308
1_3_2013-06-14,7881.93961538
1_3_2013-06-21,7224.38423077
1_3_2013-06-28,7217.89378378
1_3_2013-07-05,8120.46038462
1_3_2013-07-12,11524.24307692
1_3_2013-07-19,17166.64576923
1_3_2013-07-26,20638.66423077
1_4_2012-11-02,38198.64524467
1_4_2012-11-09,37027.48681275
1_4_2012-11-16,36935.1975634
1_4_2012-11-23,46537.03304455
1_4_2012-11-30,36941.96511402
1_4_2012-12-07,37802.49932271
1_4_2012-12-14,38962.60800797
1_4_2012-12-21,44100.74728776
1_4_2012-12-28,36927.9131878
1_4_2013-01-04,38599.50790464
1_4_2013-01-11,36703.71219124
1_4_2013-01-18,34268.22195219
1_4_2013-01-25,33540.10804851
1_4_2013-02-01,38610.99241099
1_4_2013-02-08,37883.70377178
1_4_2013-02-15,36711.41145923
1_4_2013-02-22,35257.8925
1_4_2013-03-01,38167.33958525
1_4_2013-03-08,37396.78346154
1_4_2013-03-15,35987.39730769
1_4_2013-03-22,35421.86384615
1_4_2013-03-29,36336.24018018
1_4_2013-04-05,38996.04576923
1_4_2013-04-12,36220.01
1_4_2013-04-19,35288.95076923
1_4_2013-04-26,35453.34846154
1_4_2013-05-03,39608.87751152
1_4_2013-05-10,35657.59576923
1_4_2013-05-17,34336.37538462
1_4_2013-05-24,36932.54423077
1_4_2013-05-31,36521.49278583
1_4_2013-06-07,39786.62230769
1_4_2013-06-14,37229.08230769
1_4_2013-06-21,36123.97923077
1_4_2013-06-28,37701.89657658
1_4_2013-07-05,41678.37692308
1_4_2013-07-12,37495.76423077
1_4_2013-07-19,36464.84038462
1_4_2013-07-26,35547.73153846
1_5_2012-11-02,28428.987867
1_5_2012-11-09,27828.88155378
1_5_2012-11-16,26346.76422271
1_5_2012-11-23,74982.1189665
1_5_2012-11-30,26144.34707398
1_5_2012-12-07,41493.46023904
1_5_2012-12-14,49604.17342629
1_5_2012-12-21,63595.38610805
1_5_2012-12-28,33688.42670579
1_5_2013-01-04,21873.32690088
1_5_2013-01-11,20005.30163347
1_5_2013-01-18,18923.70521912
1_5_2013-01-25,20459.45732084
1_5_2013-02-01,31009.37672431
1_5_2013-02-08,35765.36845263
1_5_2013-02-15,36105.20253219
1_5_2013-02-22,27586.2565
1_5_2013-03-01,28536.85801843
1_5_2013-03-08,24779.09346154
1_5_2013-03-15,25688.38076923
1_5_2013-03-22,25218.67153846
1_5_2013-03-29,25170.88486486
1_5_2013-04-05,26016.56769231
1_5_2013-04-12,18782.12
1_5_2013-04-19,18292.97076923
1_5_2013-04-26,19480.43961538
1_5_2013-05-03,18185.3502765
1_5_2013-05-10,17153.30923077
1_5_2013-05-17,16945.04807692
1_5_2013-05-24,17256.62269231
1_5_2013-05-31,16527.58553945
1_5_2013-06-07,22283.00769231
1_5_2013-06-14,20404.49038462
1_5_2013-06-21,21872.69307692
1_5_2013-06-28,20563.9390991
1_5_2013-07-05,19315.02307692
1_5_2013-07-12,18445.21884615
1_5_2013-07-19,18116.58846154
1_5_2013-07-26,15982.97653846
1_6_2012-11-02,5214.68328733
1_6_2012-11-09,4286.45191235
1_6_2012-11-16,3431.14414553
1_6_2012-11-23,20565.57029651
1_6_2012-11-30,3604.26520239
1_6_2012-12-07,6636.94972112
1_6_2012-12-14,10106.95721116
1_6_2012-12-21,17881.99476295
1_6_2012-12-28,7066.50483183
1_6_2013-01-04,2666.87229611
1_6_2013-01-11,2411.39183267
1_6_2013-01-18,2294.40884462
1_6_2013-01-25,2279.22990077
1_6_2013-02-01,4181.56156663
1_6_2013-02-08,7012.04418248
1_6_2013-02-15,4609.39502146
1_6_2013-02-22,4579.7425
1_6_2013-03-01,5380.59631336
1_6_2013-03-08,4280.97615385
1_6_2013-03-15,4131.00269231
1_6_2013-03-22,3962.00038462
1_6_2013-03-29,4931.63873874
1_6_2013-04-05,4234.57884615
1_6_2013-04-12,4307.39192308
1_6_2013-04-19,3506.18076923
1_6_2013-04-26,3692.24384615
1_6_2013-05-03,5416.71193548
1_6_2013-05-10,5078.69
1_6_2013-05-17,5443.70192308
1_6_2013-05-24,4994.86807692
1_6_2013-05-31,5383.04549114
1_6_2013-06-07,4508.90846154
1_6_2013-06-14,3782.49846154
1_6_2013-06-21,4148.645
1_6_2013-06-28,4402.42981982
1_6_2013-07-05,3571.33961538
1_6_2013-07-12,3478.47307692
1_6_2013-07-19,3940.32115385
1_6_2013-07-26,3374.425
1_7_2012-11-02,22428.28531995
1_7_2012-11-09,22975.25641434
1_7_2012-11-16,22750.16174201
1_7_2012-11-23,71301.5156116
1_7_2012-11-30,22759.6358212
1_7_2012-12-07,51184.17820717
1_7_2012-12-14,75730.42394422
1_7_2012-12-21,115683.76077178
1_7_2012-12-28,33826.44412707
1_7_2013-01-04,13337.14626098
1_7_2013-01-11,11599.90940239
1_7_2013-01-18,10824.32812749
1_7_2013-01-25,11968.96259096
1_7_2013-02-01,18090.79062055
1_7_2013-02-08,20691.8704399
1_7_2013-02-15,19688.54695279
1_7_2013-02-22,19812.432
1_7_2013-03-01,17774.73124424
1_7_2013-03-08,18971.93307692
1_7_2013-03-15,21325.07807692
1_7_2013-03-22,18278.41692308
1_7_2013-03-29,18360.80756757
1_7_2013-04-05,24008.57115385
1_7_2013-04-12,20783.02961538
1_7_2013-04-19,19996.07884615
1_7_2013-04-26,20473.81730769
1_7_2013-05-03,21870.93493088
1_7_2013-05-10,21467.14192308
1_7_2013-05-17,20408.08115385
1_7_2013-05-24,28192.90769231
1_7_2013-05-31,30127.64123994
1_7_2013-06-07,34201.75692308
1_7_2013-06-14,28655.76076923
1_7_2013-06-21,26210.89076923
1_7_2013-06-28,25130.09369369
1_7_2013-07-05,24655.58615385
1_7_2013-07-12,19288.13576923
1_7_2013-07-19,17596.77538462
1_7_2013-07-26,17367.39692308
1_8_2012-11-02,36085.48736512
1_8_2012-11-09,35116.0301992
1_8_2012-11-16,34547.37457552
1_8_2012-11-23,34385.87932869
1_8_2012-11-30,34815.9484933
1_8_2012-12-07,36719.60007968
1_8_2012-12-14,37219.07179283
1_8_2012-12-21,39552.7393054
1_8_2012-12-28,32810.33522211
1_8_2013-01-04,36146.75608532
1_8_2013-01-11,35041.98486056
1_8_2013-01-18,34714.23641434
1_8_2013-01-25,34815.87027563
1_8_2013-02-01,39660.64226857
1_8_2013-02-08,37451.53417428
1_8_2013-02-15,37270.11793991
1_8_2013-02-22,36349.748
1_8_2013-03-01,38784.42709677
1_8_2013-03-08,36290.32384615
1_8_2013-03-15,35003.23269231
1_8_2013-03-22,33566.96961538
1_8_2013-03-29,35743.03081081
1_8_2013-04-05,38530.04730769
1_8_2013-04-12,35193.14807692
1_8_2013-04-19,34675.85
1_8_2013-04-26,35633.69961538
1_8_2013-05-03,39304.93525346
1_8_2013-05-10,36322.67076923
1_8_2013-05-17,36014.22730769
1_8_2013-05-24,37019.095
1_8_2013-05-31,35996.82347826
1_8_2013-06-07,37706.55269231
1_8_2013-06-14,36150.99461538
1_8_2013-06-21,35620.83961538
1_8_2013-06-28,36224.75027027
1_8_2013-07-05,38049.96461538
1_8_2013-07-12,35078.94653846
1_8_2013-07-19,35589.96115385
1_8_2013-07-26,35070.52307692
1_9_2012-11-02,46355.76026349
1_9_2012-11-09,40713.48454183
1_9_2012-11-16,32683.6252591
1_9_2012-11-23,43015.20319043
1_9_2012-11-30,33855.20295289
1_9_2012-12-07,26100.2636255
1_9_2012-12-14,30693.81398406
1_9_2012-12-21,39637.72189636
1_9_2012-12-28,25663.63995164
1_9_2013-01-04,17704.25293601
1_9_2013-01-11,15610.93290837
1_9_2013-01-18,13249.1576494
1_9_2013-01-25,13444.32905182
1_9_2013-02-01,19088.75985758
1_9_2013-02-08,18704.5009406
1_9_2013-02-15,21472.65437768
1_9_2013-02-22,21434.478
1_9_2013-03-01,28682.93087558
1_9_2013-03-08,27125.22807692
1_9_2013-03-15,33719.39461538
1_9_2013-03-22,33435.85423077
1_9_2013-03-29,42092.61297297
1_9_2013-04-05,33473.57692308
1_9_2013-04-12,30193.54961538
1_9_2013-04-19,27943.18769231
1_9_2013-04-26,27512.38730769
1_9_2013-05-03,28912.28829493
1_9_2013-05-10,26484.59461538
1_9_2013-05-17,25569.49961538
1_9_2013-05-24,28048.63192308
1_9_2013-05-31,27986.08589372
1_9_2013-06-07,30410.75
1_9_2013-06-14,27668.5
1_9_2013-06-21,26128.62884615
1_9_2013-06-28,25162.51468468
1_9_2013-07-05,28086.66769231
1_9_2013-07-12,21821.66730769
1_9_2013-07-19,20179.49192308
1_9_2013-07-26,20467.29461538
1_10_2012-11-02,30970.56861982
1_10_2012-11-09,30300.53191235
1_10_2012-11-16,28091.61425579
1_10_2012-11-23,31186.5425602
1_10_2012-11-30,28312.61014477
1_10_2012-12-07,30020.33258964
1_10_2012-12-14,29989.107251
1_10_2012-12-21,30250.71711136
1_10_2012-12-28,26093.70484732
1_10_2013-01-04,26817.68716437
1_10_2013-01-11,24819.32003984
1_10_2013-01-18,24244.99199203
1_10_2013-01-25,24516.65635061
1_10_2013-02-01,33220.21121058
1_10_2013-02-08,35452.84135354
1_10_2013-02-15,35849.08776824
1_10_2013-02-22,33195.307
1_10_2013-03-01,37026.74133641
1_10_2013-03-08,33504.20153846
1_10_2013-03-15,32482.19115385
1_10_2013-03-22,34684.34653846
1_10_2013-03-29,39910.0054955
1_10_2013-04-05,34133.70884615
1_10_2013-04-12,31104.50961538
1_10_2013-04-19,31529.95769231
1_10_2013-04-26,29909.79615385
1_10_2013-05-03,33500.11050691
1_10_2013-05-10,30795.34307692
1_10_2013-05-17,28839.53346154
1_10_2013-05-24,31331.40884615
1_10_2013-05-31,30583.4510467
1_10_2013-06-07,34208.28576923
1_10_2013-06-14,31586.91576923
1_10_2013-06-21,32003.53461538
1_10_2013-06-28,32347.07936937
1_10_2013-07-05,34785.29269231
1_10_2013-07-12,31234.15730769
1_10_2013-07-19,29560.95230769
1_10_2013-07-26,30259.80230769
1_11_2012-11-02,25503.96730238
1_11_2012-11-09,23811.16326693
1_11_2012-11-16,22493.2654796
1_11_2012-11-23,29077.01023936
1_11_2012-11-30,22809.96165213
1_11_2012-12-07,32784.6685259
1_11_2012-12-14,29862.13430279
1_11_2012-12-21,30458.15662624
1_11_2012-12-28,23237.51809655
1_11_2013-01-04,25063.30582183
1_11_2013-01-11,26264.60593625
1_11_2013-01-18,23442.14103586
1_11_2013-01-25,20419.15605292
1_11_2013-02-01,23455.04847406
1_11_2013-02-08,22462.97276425
1_11_2013-02-15,22305.6772103
1_11_2013-02-22,19547.472
1_11_2013-03-01,21982.03852535
1_11_2013-03-08,20967.55884615
1_11_2013-03-15,21986.97269231
1_11_2013-03-22,22919.615
1_11_2013-03-29,23681.14477477
1_11_2013-04-05,25675.70923077
1_11_2013-04-12,22580.65269231
1_11_2013-04-19,22033.19923077
1_11_2013-04-26,21343.70153846
1_11_2013-05-03,29259.14313364
1_11_2013-05-10,27072.28846154
1_11_2013-05-17,23430.81
1_11_2013-05-24,26334.41269231
1_11_2013-05-31,26838.96950081
1_11_2013-06-07,36047.97192308
1_11_2013-06-14,31274.35
1_11_2013-06-21,31627.87384615
1_11_2013-06-28,40187.08747748
1_11_2013-07-05,32828.01961538
1_11_2013-07-12,28852.98653846
1_11_2013-07-19,29059.19076923
1_11_2013-07-26,31649.66076923
1_12_2012-11-02,9920.36628607
1_12_2012-11-09,10259.25749004
1_12_2012-11-16,9691.87632856
1_12_2012-11-23,9094.65513292
1_12_2012-11-30,9579.29754835
1_12_2012-12-07,7728.48167331
1_12_2012-12-14,7623.43087649
1_12_2012-12-21,7725.7245204
1_12_2012-12-28,7848.69755383
1_12_2013-01-04,7803.37065245
1_12_2013-01-11,7769.49848606
1_12_2013-01-18,7921.55083665
1_12_2013-01-25,7876.7522161
1_12_2013-02-01,9068.73533062
1_12_2013-02-08,8908.71117342
1_12_2013-02-15,9926.7927897
1_12_2013-02-22,10454.4215
1_12_2013-03-01,11850.6940553
1_12_2013-03-08,11783.95884615
1_12_2013-03-15,12768.06807692
1_12_2013-03-22,12316.32538462
1_12_2013-03-29,12064.8509009
1_12_2013-04-05,11277.72846154
1_12_2013-04-12,11142.50807692
1_12_2013-04-19,12016.89615385
1_12_2013-04-26,11499.39192308
1_12_2013-05-03,12220.77138249
1_12_2013-05-10,11578.83807692
1_12_2013-05-17,11216.33769231
1_12_2013-05-24,12636.84461538
1_12_2013-05-31,12334.254219
1_12_2013-06-07,11754.93576923
1_12_2013-06-14,11223.72653846
1_12_2013-06-21,10239.10730769
1_12_2013-06-28,11194.94693694
1_12_2013-07-05,12583.75384615
1_12_2013-07-12,10193.15807692
1_12_2013-07-19,11651.12
1_12_2013-07-26,11389.32576923
1_13_2012-11-02,40460.63224592
1_13_2012-11-09,38490.66342629
1_13_2012-11-16,37653.40422271
1_13_2012-11-23,38260.49543672
1_13_2012-11-30,37945.04441689
1_13_2012-12-07,35836.60589641
1_13_2012-12-14,34573.57948207
1_13_2012-12-21,35922.97154355
1_13_2012-12-28,33026.220912
1_13_2013-01-04,39649.01969887
1_13_2013-01-11,37725.19641434
1_13_2013-01-18,36239.39342629
1_13_2013-01-25,35511.46865491
1_13_2013-02-01,41128.77810783
1_13_2013-02-08,39419.26949789
1_13_2013-02-15,38596.48763948
1_13_2013-02-22,38423.8615
1_13_2013-03-01,42869.18497696
1_13_2013-03-08,39475.37076923
1_13_2013-03-15,37464.75769231
1_13_2013-03-22,37112.19192308
1_13_2013-03-29,37662.0627027
1_13_2013-04-05,40837.495
1_13_2013-04-12,37885.50923077
1_13_2013-04-19,37556.72038462
1_13_2013-04-26,37190.72961538
1_13_2013-05-03,41760.25539171
1_13_2013-05-10,38459.80576923
1_13_2013-05-17,37130.99307692
1_13_2013-05-24,37849.42153846
1_13_2013-05-31,37591.24320451
1_13_2013-06-07,40929.08461538
1_13_2013-06-14,39028.56
1_13_2013-06-21,38708.36692308
1_13_2013-06-28,39316.19585586
1_13_2013-07-05,41267.95307692
1_13_2013-07-12,39170.49038462
1_13_2013-07-19,39149.06730769
1_13_2013-07-26,37652.14692308
1_14_2012-11-02,14153.36884567
1_14_2012-11-09,14552.2798008
1_14_2012-11-16,16896.00822492
1_14_2012-11-23,39431.51924977
1_14_2012-11-30,16746.12015812
1_14_2012-12-07,21301.80386454
1_14_2012-12-14,27795.63593626
1_14_2012-12-21,39114.71131202
1_14_2012-12-28,24527.60854021
1_14_2013-01-04,15314.4770138
1_14_2013-01-11,14669.65434263
1_14_2013-01-18,13136.62342629
1_14_2013-01-25,12542.5584344
1_14_2013-02-01,16347.50575788
1_14_2013-02-08,17754.33682551
1_14_2013-02-15,18856.03330472
1_14_2013-02-22,17166.2315
1_14_2013-03-01,18389.81341014
1_14_2013-03-08,16431.35115385
1_14_2013-03-15,13586.85461538
1_14_2013-03-22,13138.285
1_14_2013-03-29,13984.80162162
1_14_2013-04-05,14654.41961538
1_14_2013-04-12,13830.36269231
1_14_2013-04-19,12952.30423077
1_14_2013-04-26,13750.91269231
1_14_2013-05-03,15795.3137788
1_14_2013-05-10,15282.08538462
1_14_2013-05-17,14918.95038462
1_14_2013-05-24,13203.84384615
1_14_2013-05-31,12720.42463768
1_14_2013-06-07,13045.05692308
1_14_2013-06-14,13402.99692308
1_14_2013-06-21,13099.57923077
1_14_2013-06-28,15212.46981982
1_14_2013-07-05,15923.01
1_14_2013-07-12,13581.75846154
1_14_2013-07-19,12152.90076923
1_14_2013-07-26,12009.32923077
1_16_2012-11-02,6311.08012547
1_16_2012-11-09,6280.25294821
1_16_2012-11-16,5571.89549063
1_16_2012-11-23,8800.29598336
1_16_2012-11-30,5675.27510759
1_16_2012-12-07,5010.56996016
1_16_2012-12-14,5071.71278884
1_16_2012-12-21,6356.96062845
1_16_2012-12-28,5100.1914131
1_16_2013-01-04,5900.44135508
1_16_2013-01-11,5844.5547012
1_16_2013-01-18,5752.24585657
1_16_2013-01-25,5912.92276736
1_16_2013-02-01,9777.71732452
1_16_2013-02-08,11918.09158959
1_16_2013-02-15,14879.91982833
1_16_2013-02-22,17539.115
1_16_2013-03-01,28256.23617512
1_16_2013-03-08,27957.10769231
1_16_2013-03-15,38929.89692308
1_16_2013-03-22,42682.21461538
1_16_2013-03-29,47528.72981982
1_16_2013-04-05,53196.09769231
1_16_2013-04-12,53753.22230769
1_16_2013-04-19,48017.46269231
1_16_2013-04-26,44770.52076923
1_16_2013-05-03,43585.15903226
1_16_2013-05-10,41865.18115385
1_16_2013-05-17,38801.75038462
1_16_2013-05-24,41171.18
1_16_2013-05-31,41761.12808374
1_16_2013-06-07,38074.80807692
1_16_2013-06-14,34355.79230769
1_16_2013-06-21,35285.58653846
1_16_2013-06-28,35898.8809009
1_16_2013-07-05,37655.66846154
1_16_2013-07-12,27104.52423077
1_16_2013-07-19,24606.48692308
1_16_2013-07-26,22761.29076923
1_17_2012-11-02,8342.53493099
1_17_2012-11-09,8213.3485259
1_17_2012-11-16,9166.199129
1_17_2012-11-23,13015.46793366
1_17_2012-11-30,9138.68529671
1_17_2012-12-07,10877.25099602
1_17_2012-12-14,12510.16083665
1_17_2012-12-21,16466.79611907
1_17_2012-12-28,10701.11174479
1_17_2013-01-04,8404.03855709
1_17_2013-01-11,8756.04055777
1_17_2013-01-18,8145.33693227
1_17_2013-01-25,7622.43092613
1_17_2013-02-01,10035.65854527
1_17_2013-02-08,11358.1070823
1_17_2013-02-15,12186.58725322
1_17_2013-02-22,11371.977
1_17_2013-03-01,11668.43410138
1_17_2013-03-08,11752.13153846
1_17_2013-03-15,9865.66653846
1_17_2013-03-22,8731.51115385
1_17_2013-03-29,8650.48198198
1_17_2013-04-05,8862.19115385
1_17_2013-04-12,7568.81307692
1_17_2013-04-19,8388.31653846
1_17_2013-04-26,8127.34269231
1_17_2013-05-03,9358.85728111
1_17_2013-05-10,9096.80692308
1_17_2013-05-17,9309.11346154
1_17_2013-05-24,7779.42730769
1_17_2013-05-31,7949.06067633
1_17_2013-06-07,8572.40884615
1_17_2013-06-14,8218.875
1_17_2013-06-21,8098.39653846
1_17_2013-06-28,8156.62945946
1_17_2013-07-05,8255.39846154
1_17_2013-07-12,7637.34423077
1_17_2013-07-19,7537.82653846
1_17_2013-07-26,8404.36346154
1_18_2012-11-02,12636.1465872
1_18_2012-11-09,11097.51693227
1_18_2012-11-16,12698.34836825
1_18_2012-11-23,31546.2543473
1_18_2012-11-30,12588.6933402
1_18_2012-12-07,45244.2761753
1_18_2012-12-14,36734.29884462
1_18_2012-12-21,28111.94414553
1_18_2012-12-28,20997.46114413
1_18_2013-01-04,5062.94058971
1_18_2013-01-11,2871.5825498
1_18_2013-01-18,1451.80916335
1_18_2013-01-25,1705.78054024
1_18_2013-02-01,5996.44468973
1_18_2013-02-08,14670.93398279
1_18_2013-02-15,19786.17639485
1_18_2013-02-22,7717.975
1_18_2013-03-01,894.01336406
1_18_2013-03-08,765.26192308
1_18_2013-03-15,1260.33615385
1_18_2013-03-22,2014.80807692
1_18_2013-03-29,3134.73927928
1_18_2013-04-05,10856.17692308
1_18_2013-04-12,4679.94346154
1_18_2013-04-19,2679.04769231
1_18_2013-04-26,2899.8736
1_18_2013-05-03,151.32116674
1_18_2013-05-10,125.43
1_18_2013-05-17,48.48517241
1_18_2013-05-24,13.10128096
1_18_2013-06-07,3.2356
1_18_2013-07-05,0.85103656
1_19_2012-11-02,1074.20090339
1_19_2012-11-09,1179.42908367
1_19_2012-11-16,1256.26899669
1_19_2012-11-23,1374.7028896
1_19_2012-11-30,1318.43016109
1_19_2012-12-07,1606.76657371
1_19_2012-12-14,1592.74657371
1_19_2012-12-21,1637.6400441
1_19_2012-12-28,1316.54969418
1_19_2013-01-04,761.80899624
1_19_2013-01-11,807.63693227
1_19_2013-01-18,754.04992032
1_19_2013-01-25,764.15437707
1_19_2013-02-01,1356.00704985
1_19_2013-02-08,1338.04617854
1_19_2013-02-15,1242.49635193
1_19_2013-02-22,1506.2695
1_19_2013-03-01,1104.16958525
1_19_2013-03-08,1554.46538462
1_19_2013-03-15,1484.15192308
1_19_2013-03-22,1388.19230769
1_19_2013-03-29,1277.66855856
1_19_2013-04-05,1270.115
1_19_2013-04-12,1171.42730769
1_19_2013-04-19,1266.45384615
1_19_2013-04-26,983.03615385
1_19_2013-05-03,1270.98170507
1_19_2013-05-10,1546.21576923
1_19_2013-05-17,1353.11153846
1_19_2013-05-24,1181.99307692
1_19_2013-05-31,1213.3742029
1_19_2013-06-07,1144.26153846
1_19_2013-06-14,999.99
1_19_2013-06-21,1080.03923077
1_19_2013-06-28,1084.04702703
1_19_2013-07-05,1120.78846154
1_19_2013-07-12,1054.43153846
1_19_2013-07-19,1060.14038462
1_19_2013-07-26,1134.62769231
1_20_2012-11-02,3038.26756587
1_20_2012-11-09,2967.63155378
1_20_2012-11-16,2917.05101433
1_20_2012-11-23,5688.84829485
1_20_2012-11-30,2963.1080646
1_20_2012-12-07,2952.12876494
1_20_2012-12-14,3459.84760956
1_20_2012-12-21,4227.95117971
1_20_2012-12-28,3768.42586602
1_20_2013-01-04,3386.76460477
1_20_2013-01-11,3701.90569721
1_20_2013-01-18,3465.22649402
1_20_2013-01-25,3194.54656009
1_20_2013-02-01,4222.70695829
1_20_2013-02-08,4642.41515476
1_20_2013-02-15,4888.19678112
1_20_2013-02-22,4332.595
1_20_2013-03-01,5115.65760369
1_20_2013-03-08,5900.71961538
1_20_2013-03-15,4952.39269231
1_20_2013-03-22,4024.89461538
1_20_2013-03-29,4708.95459459
1_20_2013-04-05,3578.88692308
1_20_2013-04-12,3228.62807692
1_20_2013-04-19,3681.28461538
1_20_2013-04-26,3998.94269231
1_20_2013-05-03,4370.02211982
1_20_2013-05-10,4238.08230769
1_20_2013-05-17,4648.27961538
1_20_2013-05-24,4576.97961538
1_20_2013-05-31,4793.47227053
1_20_2013-06-07,5355.36884615
1_20_2013-06-14,4520.93038462
1_20_2013-06-21,4943.36807692
1_20_2013-06-28,4808.53891892
1_20_2013-07-05,5419.045
1_20_2013-07-12,4270.51846154
1_20_2013-07-19,4612.79653846
1_20_2013-07-26,4025.77807692
1_21_2012-11-02,8298.15535759
1_21_2012-11-09,8286.96023904
1_21_2012-11-16,7864.35696803
1_21_2012-11-23,9834.16010388
1_21_2012-11-30,7850.16586786
1_21_2012-12-07,9240.1576494
1_21_2012-12-14,10426.64215139
1_21_2012-12-21,11979.43818082
1_21_2012-12-28,6957.602862
1_21_2013-01-04,7240.24742785
1_21_2013-01-11,7035.01912351
1_21_2013-01-18,6784.01577689
1_21_2013-01-25,6867.92466373
1_21_2013-02-01,8152.04134283
1_21_2013-02-08,8391.00025212
1_21_2013-02-15,8791.78665236
1_21_2013-02-22,8218.2255
1_21_2013-03-01,9017.82142857
1_21_2013-03-08,7714.135
1_21_2013-03-15,7888.09653846
1_21_2013-03-22,7342.97923077
1_21_2013-03-29,7789.54234234
1_21_2013-04-05,8870.03653846
1_21_2013-04-12,7351.85807692
1_21_2013-04-19,6870.05307692
1_21_2013-04-26,7481.82884615
1_21_2013-05-03,7888.85866359
1_21_2013-05-10,7516.45961538
1_21_2013-05-17,7085.73769231
1_21_2013-05-24,7030.30230769
1_21_2013-05-31,7428.88154589
1_21_2013-06-07,7507.94692308
1_21_2013-06-14,7337.87807692
1_21_2013-06-21,7771.28769231
1_21_2013-06-28,7183.49261261
1_21_2013-07-05,7626.585
1_21_2013-07-12,7310.88115385
1_21_2013-07-19,7009.52153846
1_21_2013-07-26,6946.76423077
1_22_2012-11-02,8157.41671267
1_22_2012-11-09,7409.98155378
1_22_2012-11-16,7324.95149945
1_22_2012-11-23,18792.3589896
1_22_2012-11-30,7384.14800013
1_22_2012-12-07,10106.23601594
1_22_2012-12-14,11648.37908367
1_22_2012-12-21,15386.59950386
1_22_2012-12-28,11170.01424371
